,code,buy_date,sell_date,buy_price,sell_price,buy_type,sell_type,profit_pct
298,002427.XSHE,2023-01-17,2023-01-18,6.32,6.1,创新高买入,止损卖出,-3.48
299,002427.XSHE,2023-05-22,2023-05-23,7.22,7.03,创新高买入,止损卖出,-2.63
300,002431.XSHE,2023-06-05,2023-06-07,2.55,2.54,创新高买入,开盘卖出,-0.39
301,002436.XSHE,2023-07-12,2023-07-17,14.24,14.13,创新高买入,止损卖出,-0.77
302,002437.XSHE,2023-01-16,2023-01-17,2.41,2.38,创新高买入,止损卖出,-1.24
303,002439.XSHE,2023-08-23,2023-08-25,27.64,27.55,创新高买入,止损卖出,-0.33
304,002444.XSHE,2023-03-21,2023-03-27,17.84,18.77,创新高买入,止损卖出,5.21
305,002448.XSHE,2023-11-02,2023-11-08,6.69,6.9,创新高买入,止损卖出,3.14
306,002453.XSHE,2023-02-02,2023-02-07,11.32,11.21,创新高买入,止损卖出,-0.97
307,002453.XSHE,2023-03-20,2023-03-22,10.1,10.41,创新高买入,止损卖出,3.07
308,002457.XSHE,2023-04-28,2023-05-09,8.17,8.78,创新高买入,止损卖出,7.47
309,002458.XSHE,2023-02-16,2023-02-27,14.05,15.51,创新高买入,止损卖出,10.39
310,002459.XSHE,2023-09-12,2023-09-13,25.23,24.8,创新高买入,止损卖出,-1.7
311,002460.XSHE,2023-07-26,2023-07-27,58.3,58.15,创新高买入,止损卖出,-0.26
312,002460.XSHE,2023-12-04,2023-12-11,39.13,41.81,创新高买入,止损卖出,6.85
313,002463.XSHE,2023-05-19,2023-05-22,20.24,19.0,创新高买入,开盘卖出,-6.13
314,002466.XSHE,2023-07-26,2023-07-27,65.75,64.89,创新高买入,止损卖出,-1.31
315,002472.XSHE,2023-06-12,2023-06-26,22.62,31.9,创新高买入,止损卖出,41.03
316,002489.XSHE,2023-09-04,2023-09-06,3.47,3.48,创新高买入,止损卖出,0.29
317,002493.XSHE,2023-01-16,2023-01-19,11.38,12.11,创新高买入,止损卖出,6.41
318,002497.XSHE,2023-12-05,2023-12-06,12.68,12.41,创新高买入,开盘卖出,-2.13
319,002501.XSHE,2023-04-26,2023-05-08,1.55,1.64,创新高买入,止损卖出,5.81
320,002508.XSHE,2023-04-18,2023-04-19,27.53,26.97,创新高买入,止损卖出,-2.03
321,002517.XSHE,2023-12-27,2023-12-28,10.44,9.8,创新高买入,止损卖出,-6.13
322,002527.XSHE,2023-07-17,2023-07-18,12.39,12.15,创新高买入,止损卖出,-1.94
323,002539.XSHE,2023-05-23,2023-05-24,9.58,9.46,创新高买入,止损卖出,-1.25
324,002548.XSHE,2023-12-18,2023-12-19,5.98,5.8,创新高买入,止损卖出,-3.01
325,002553.XSHE,2023-07-14,2023-07-19,14.37,14.57,创新高买入,止损卖出,1.39
326,002558.XSHE,2023-07-05,2023-07-06,16.28,15.77,创新高买入,开盘卖出,-3.13
327,002567.XSHE,2023-10-24,2023-11-01,6.18,6.7,创新高买入,开盘卖出,8.41
328,002568.XSHE,2023-05-22,2023-05-24,36.74,37.02,创新高买入,开盘卖出,0.76
329,002594.XSHE,2023-08-17,2023-08-18,245.5,240.4,创新高买入,止损卖出,-2.08
330,002600.XSHE,2023-07-31,2023-08-01,6.19,6.09,创新高买入,止损卖出,-1.62
331,002602.XSHE,2023-12-26,2023-12-27,5.1,4.94,创新高买入,止损卖出,-3.14
332,002605.XSHE,2023-05-18,2023-05-22,30.14,30.44,创新高买入,止损卖出,1.0
333,002605.XSHE,2023-08-22,2023-08-25,30.74,29.78,创新高买入,止损卖出,-3.12
334,002605.XSHE,2023-12-26,2023-12-27,22.48,21.64,创新高买入,止损卖出,-3.74
335,002615.XSHE,2023-11-14,2023-11-17,7.52,7.55,创新高买入,止损卖出,0.4
336,002615.XSHE,2023-12-27,,6.87,,创新高买入,,
337,002623.XSHE,2023-03-06,2023-03-07,32.91,32.4,创新高买入,止损卖出,-1.55
338,002629.XSHE,2023-10-16,2023-10-19,3.87,4.19,创新高买入,止损卖出,8.27
339,002633.XSHE,2023-01-13,2023-01-18,9.38,9.69,创新高买入,止损卖出,3.3
340,002638.XSHE,2023-08-03,2023-08-04,3.14,3.08,创新高买入,开盘卖出,-1.91
341,002640.XSHE,2023-02-20,2023-02-22,4.87,4.87,创新高买入,止损卖出,0.0
342,002640.XSHE,2023-04-10,2023-04-14,4.46,4.38,创新高买入,止损卖出,-1.79
343,002640.XSHE,2023-06-01,2023-06-06,3.86,3.8,创新高买入,止损卖出,-1.55
344,002643.XSHE,2023-05-18,2023-05-23,15.66,15.77,创新高买入,止损卖出,0.7
345,002647.XSHE,2023-05-24,2023-05-25,5.41,5.31,创新高买入,止损卖出,-1.85
346,002658.XSHE,2023-04-06,2023-04-07,8.34,7.91,创新高买入,开盘卖出,-5.16
347,002664.XSHE,2023-11-29,2023-11-30,18.61,18.42,创新高买入,止损卖出,-1.02
348,002667.XSHE,2023-03-01,2023-03-03,23.29,23.06,创新高买入,开盘卖出,-0.99
349,002668.XSHE,2023-07-31,2023-08-01,8.18,8.02,创新高买入,止损卖出,-1.96
350,002683.XSHE,2023-07-11,2023-07-14,28.08,27.8,创新高买入,止损卖出,-1.0
351,002690.XSHE,2023-09-11,2023-09-13,22.19,21.97,创新高买入,止损卖出,-0.99
352,002698.XSHE,2023-09-01,2023-09-04,16.72,16.18,创新高买入,止损卖出,-3.23
353,002709.XSHE,2023-01-06,2023-01-16,44.72,46.59,创新高买入,止损卖出,4.18
354,002714.XSHE,2023-05-22,2023-05-24,42.09,42.14,创新高买入,止损卖出,0.12
355,002714.XSHE,2023-10-11,2023-10-12,36.4,35.53,创新高买入,止损卖出,-2.39
356,002714.XSHE,2023-10-24,2023-11-03,32.09,37.75,创新高买入,止损卖出,17.64
357,002719.XSHE,2023-03-17,2023-03-20,11.98,11.68,创新高买入,开盘卖出,-2.5
358,002719.XSHE,2023-04-18,2023-04-20,9.89,10.55,创新高买入,止损卖出,6.67
359,002723.XSHE,2023-12-08,2023-12-11,10.45,10.16,创新高买入,止损卖出,-2.78
360,002724.XSHE,2023-06-09,2023-06-16,7.92,8.15,创新高买入,止损卖出,2.9
361,002724.XSHE,2023-11-06,2023-11-09,7.94,7.99,创新高买入,止损卖出,0.63
362,002731.XSHE,2023-03-30,2023-04-06,14.54,15.31,创新高买入,止损卖出,5.3
363,002737.XSHE,2023-03-29,2023-03-30,20.87,20.2,创新高买入,止损卖出,-3.21
364,002738.XSHE,2023-05-30,2023-05-31,53.99,52.18,创新高买入,止损卖出,-3.35
365,002738.XSHE,2023-07-26,2023-07-27,48.3,46.58,创新高买入,止损卖出,-3.56
366,002739.XSHE,2023-10-11,2023-10-12,12.7,12.37,创新高买入,止损卖出,-2.6
367,002748.XSHE,2023-06-06,2023-06-07,9.06,8.76,创新高买入,止损卖出,-3.31
368,002748.XSHE,2023-06-27,2023-07-06,8.36,9.3,创新高买入,开盘卖出,11.24
369,002749.XSHE,2023-08-10,2023-08-14,10.43,10.26,创新高买入,止损卖出,-1.63
370,002760.XSHE,2023-05-18,2023-05-22,27.35,27.02,创新高买入,止损卖出,-1.21
371,002769.XSHE,2023-06-05,2023-06-06,8.19,8.08,创新高买入,止损卖出,-1.34
372,002773.XSHE,2023-07-25,2023-07-27,16.23,16.19,创新高买入,止损卖出,-0.25
373,002774.XSHE,2023-04-13,2023-04-14,6.65,6.52,创新高买入,止损卖出,-1.95
374,002777.XSHE,2023-07-05,2023-07-07,31.2,31.66,创新高买入,止损卖出,1.47
375,002782.XSHE,2023-02-23,2023-02-24,19.92,19.64,创新高买入,止损卖出,-1.41
376,002785.XSHE,2023-02-13,2023-02-15,25.28,25.06,创新高买入,止损卖出,-0.87
377,002785.XSHE,2023-03-09,2023-03-10,20.89,20.66,创新高买入,止损卖出,-1.1
378,002785.XSHE,2023-05-31,2023-06-07,20.29,22.96,创新高买入,止损卖出,13.16
379,002791.XSHE,2023-02-01,2023-02-03,99.55,97.59,创新高买入,止损卖出,-1.97
380,002791.XSHE,2023-03-14,2023-03-16,91.85,88.37,创新高买入,开盘卖出,-3.79
381,002799.XSHE,2023-06-27,2023-06-30,11.05,11.15,创新高买入,止损卖出,0.9
382,002802.XSHE,2023-11-28,2023-12-01,12.29,12.82,创新高买入,止损卖出,4.31
383,002812.XSHE,2023-01-06,2023-01-13,137.43,149.49,创新高买入,止损卖出,8.78
384,002821.XSHE,2023-09-11,2023-09-14,124.2,123.72,创新高买入,止损卖出,-0.39
385,002837.XSHE,2023-07-25,2023-07-26,29.31,28.8,创新高买入,止损卖出,-1.74
386,002840.XSHE,2023-06-08,2023-06-13,14.81,15.37,创新高买入,止损卖出,3.78
387,002843.XSHE,2023-11-20,2023-11-22,25.61,24.75,创新高买入,开盘卖出,-3.36
388,002847.XSHE,2023-04-19,2023-04-21,84.99,83.9,创新高买入,止损卖出,-1.28
389,002850.XSHE,2023-05-23,2023-05-24,131.11,128.6,创新高买入,止损卖出,-1.91
390,002850.XSHE,2023-07-20,2023-07-21,120.86,120.51,创新高买入,止损卖出,-0.29
391,002851.XSHE,2023-11-06,2023-11-10,26.47,26.86,创新高买入,止损卖出,1.47
392,002852.XSHE,2023-01-10,2023-01-11,12.21,12.06,创新高买入,止损卖出,-1.23
393,002855.XSHE,2023-12-01,2023-12-06,31.69,32.31,创新高买入,止损卖出,1.96
394,002859.XSHE,2023-03-24,2023-04-04,27.19,29.3,创新高买入,止损卖出,7.76
395,002862.XSHE,2023-12-26,2023-12-27,21.46,19.9,创新高买入,止损卖出,-7.27
396,002865.XSHE,2023-07-13,2023-07-14,130.3,123.42,创新高买入,开盘卖出,-5.28
397,002867.XSHE,2023-11-02,2023-11-06,14.82,14.81,创新高买入,止损卖出,-0.07
398,002869.XSHE,2023-04-10,2023-04-14,25.85,27.9,创新高买入,止损卖出,7.93
399,002873.XSHE,2023-08-09,2023-08-11,11.86,11.87,创新高买入,开盘卖出,0.08
400,002881.XSHE,2023-07-14,2023-07-17,31.25,30.7,创新高买入,止损卖出,-1.76
401,002889.XSHE,2023-11-15,2023-11-17,30.56,28.72,创新高买入,止损卖出,-6.02
402,002895.XSHE,2023-02-20,2023-02-23,27.77,29.75,创新高买入,止损卖出,7.13
403,002901.XSHE,2023-03-28,2023-03-29,36.54,35.83,创新高买入,止损卖出,-1.94
404,002902.XSHE,2023-04-20,2023-04-21,17.55,17.06,创新高买入,止损卖出,-2.79
405,002906.XSHE,2023-03-15,2023-03-16,31.38,31.05,创新高买入,止损卖出,-1.05
406,002918.XSHE,2023-02-08,2023-02-10,19.19,18.85,创新高买入,止损卖出,-1.77
407,002919.XSHE,2023-12-27,2023-12-28,25.65,24.66,创新高买入,止损卖出,-3.86
408,002920.XSHE,2023-08-22,2023-08-24,143.5,139.86,创新高买入,止损卖出,-2.54
409,002928.XSHE,2023-06-09,2023-06-14,8.33,8.58,创新高买入,止损卖出,3.0
410,002929.XSHE,2023-09-21,2023-09-27,36.13,36.08,创新高买入,止损卖出,-0.14
411,002943.XSHE,2023-04-17,2023-04-18,33.64,33.24,创新高买入,止损卖出,-1.19
412,002946.XSHE,2023-07-03,2023-07-05,14.58,14.57,创新高买入,止损卖出,-0.07
413,002946.XSHE,2023-08-17,2023-08-21,14.35,14.05,创新高买入,止损卖出,-2.09
414,002947.XSHE,2023-03-23,2023-03-27,21.68,21.72,创新高买入,止损卖出,0.18
415,002949.XSHE,2023-05-25,2023-05-26,14.24,13.96,创新高买入,止损卖出,-1.97
416,002956.XSHE,2023-06-29,2023-07-03,15.22,15.13,创新高买入,止损卖出,-0.59
417,002959.XSHE,2023-03-14,2023-03-16,68.07,65.84,创新高买入,开盘卖出,-3.28
418,002960.XSHE,2023-03-10,2023-03-13,22.37,21.96,创新高买入,止损卖出,-1.83
419,002970.XSHE,2023-05-17,2023-05-22,25.99,27.73,创新高买入,止损卖出,6.69
420,002981.XSHE,2023-06-15,2023-06-19,23.79,23.25,创新高买入,止损卖出,-2.27
421,002992.XSHE,2023-02-09,2023-02-10,49.05,46.91,创新高买入,止损卖出,-4.36
422,002993.XSHE,2023-08-01,2023-08-07,34.5,34.75,创新高买入,止损卖出,0.72
423,002995.XSHE,2023-03-20,2023-03-27,18.88,21.57,创新高买入,开盘卖出,14.25
424,002995.XSHE,2023-04-20,2023-04-21,18.43,17.97,创新高买入,止损卖出,-2.5
425,002997.XSHE,2023-04-17,2023-04-18,23.92,23.46,创新高买入,止损卖出,-1.92
426,002997.XSHE,2023-11-15,2023-11-17,38.59,38.25,创新高买入,开盘卖出,-0.88
427,003006.XSHE,2023-07-13,2023-07-14,16.51,15.82,创新高买入,开盘卖出,-4.18
428,003008.XSHE,2023-10-18,2023-10-19,25.45,25.06,创新高买入,止损卖出,-1.53
429,003021.XSHE,2023-05-05,2023-05-15,74.53,84.01,创新高买入,止损卖出,12.72
430,003022.XSHE,2023-08-10,2023-08-11,22.79,22.59,创新高买入,止损卖出,-0.88
431,600026.XSHG,2023-12-15,2023-12-25,11.8,12.47,创新高买入,止损卖出,5.68
432,600029.XSHG,2023-06-06,2023-06-07,5.9,5.83,创新高买入,止损卖出,-1.19
433,600035.XSHG,2023-09-04,2023-09-06,3.74,3.76,创新高买入,止损卖出,0.53
434,600039.XSHG,2023-09-06,2023-09-08,7.74,7.49,创新高买入,止损卖出,-3.23
435,600066.XSHG,2023-09-01,2023-09-08,12.75,13.02,创新高买入,开盘卖出,2.12
436,600079.XSHG,2023-09-26,2023-10-09,23.84,23.81,创新高买入,止损卖出,-0.13
437,600095.XSHG,2023-06-08,2023-06-21,7.38,7.79,创新高买入,止损卖出,5.56
438,600096.XSHG,2023-12-20,2023-12-21,14.33,14.11,创新高买入,开盘卖出,-1.54
439,600116.XSHG,2023-09-26,2023-10-09,7.6,7.62,创新高买入,止损卖出,0.26
440,600129.XSHG,2023-06-15,2023-06-16,60.17,58.61,创新高买入,止损卖出,-2.59
441,600129.XSHG,2023-11-17,2023-11-23,40.7,44.05,创新高买入,止损卖出,8.23
442,600132.XSHG,2023-04-14,2023-04-19,112.52,108.27,创新高买入,止损卖出,-3.78
443,600132.XSHG,2023-05-19,2023-05-24,92.33,92.29,创新高买入,开盘卖出,-0.04
444,600132.XSHG,2023-07-11,2023-07-14,87.75,88.13,创新高买入,止损卖出,0.43
445,600132.XSHG,2023-11-06,2023-11-08,74.58,73.7,创新高买入,止损卖出,-1.18
446,600141.XSHG,2023-04-17,2023-04-18,25.82,25.47,创新高买入,止损卖出,-1.36
447,600152.XSHG,2023-07-19,2023-07-20,8.27,8.16,创新高买入,止损卖出,-1.33
448,600153.XSHG,2023-05-08,2023-05-12,10.37,10.53,创新高买入,止损卖出,1.54
449,600184.XSHG,2023-12-20,2023-12-21,11.27,11.1,创新高买入,止损卖出,-1.51
450,600185.XSHG,2023-07-19,2023-07-21,6.0,6.06,创新高买入,开盘卖出,1.0
451,600186.XSHG,2023-12-01,2023-12-04,5.98,5.88,创新高买入,止损卖出,-1.67
452,600196.XSHG,2023-02-02,2023-02-03,33.78,33.57,创新高买入,止损卖出,-0.62
453,600202.XSHG,2023-09-26,2023-09-27,6.27,6.06,创新高买入,止损卖出,-3.35
454,600211.XSHG,2023-07-17,2023-07-18,54.86,53.35,创新高买入,止损卖出,-2.75
455,600228.XSHG,2023-09-18,2023-09-19,7.99,7.82,创新高买入,止损卖出,-2.13
456,600241.XSHG,2023-06-06,2023-06-07,8.36,8.17,创新高买入,止损卖出,-2.27
457,600246.XSHG,2023-06-15,2023-06-20,6.29,6.73,创新高买入,止损卖出,7.0
458,600246.XSHG,2023-10-17,2023-10-19,4.95,4.84,创新高买入,止损卖出,-2.22
459,600255.XSHG,2023-05-31,2023-06-01,2.07,2.04,创新高买入,止损卖出,-1.45
460,600261.XSHG,2023-12-13,2023-12-15,3.44,3.4,创新高买入,止损卖出,-1.16
461,600266.XSHG,2023-12-01,2023-12-06,5.32,5.3,创新高买入,止损卖出,-0.38
462,600271.XSHG,2023-11-06,2023-11-09,11.32,11.28,创新高买入,止损卖出,-0.35
463,600278.XSHG,2023-09-04,2023-09-06,6.97,6.95,创新高买入,开盘卖出,-0.29
464,600302.XSHG,2023-10-17,2023-10-18,5.09,5.02,创新高买入,止损卖出,-1.38
465,600322.XSHG,2023-05-31,2023-06-01,1.69,1.66,创新高买入,止损卖出,-1.78
466,600325.XSHG,2023-02-01,2023-02-03,9.18,9.06,创新高买入,止损卖出,-1.31
467,600338.XSHG,2023-12-04,2023-12-06,12.13,12.29,创新高买入,止损卖出,1.32
468,600340.XSHG,2023-10-20,2023-10-26,1.85,1.86,创新高买入,开盘卖出,0.54
469,600351.XSHG,2023-11-07,2023-11-13,8.0,8.23,创新高买入,止损卖出,2.88
470,600353.XSHG,2023-02-22,2023-02-23,9.08,8.97,创新高买入,止损卖出,-1.21
471,600376.XSHG,2023-12-13,2023-12-18,3.27,3.3,创新高买入,开盘卖出,0.92
472,600380.XSHG,2023-08-09,2023-08-11,11.64,11.49,创新高买入,止损卖出,-1.29
473,600388.XSHG,2023-05-12,2023-05-15,16.02,15.17,创新高买入,开盘卖出,-5.31
474,600395.XSHG,2023-10-09,2023-10-11,6.19,6.16,创新高买入,开盘卖出,-0.48
475,600403.XSHG,2023-05-30,2023-05-31,4.24,4.16,创新高买入,止损卖出,-1.89
476,600419.XSHG,2023-08-17,2023-08-18,15.02,14.68,创新高买入,止损卖出,-2.26
477,600422.XSHG,2023-03-24,2023-03-27,19.12,17.6,创新高买入,止损卖出,-7.95
478,600422.XSHG,2023-03-28,2023-03-30,18.54,19.12,创新高买入,止损卖出,3.13
479,600433.XSHG,2023-04-24,2023-04-25,3.53,3.44,创新高买入,止损卖出,-2.55
480,600435.XSHG,2023-02-22,2023-02-28,12.15,12.56,创新高买入,止损卖出,3.37
481,600452.XSHG,2023-01-17,2023-01-19,15.04,14.9,创新高买入,止损卖出,-0.93
482,600480.XSHG,2023-11-02,2023-11-03,8.52,8.4,创新高买入,止损卖出,-1.41
483,600481.XSHG,2023-07-20,2023-07-21,11.75,11.73,创新高买入,止损卖出,-0.17
484,600483.XSHG,2023-06-09,2023-06-12,8.83,8.69,创新高买入,止损卖出,-1.59
485,600507.XSHG,2023-05-09,2023-05-10,5.15,5.14,创新高买入,止损卖出,-0.19
486,600520.XSHG,2023-12-04,2023-12-06,33.29,33.29,创新高买入,开盘卖出,0.0
487,600523.XSHG,2023-01-19,2023-02-02,14.88,16.66,创新高买入,止损卖出,11.96
488,600525.XSHG,2023-05-09,2023-05-15,5.04,5.18,创新高买入,止损卖出,2.78
489,600535.XSHG,2023-03-28,2023-03-30,13.68,14.0,创新高买入,止损卖出,2.34
490,600537.XSHG,2023-07-13,2023-07-14,7.19,6.91,创新高买入,止损卖出,-3.89
491,600551.XSHG,2023-11-02,2023-11-10,10.61,11.49,创新高买入,止损卖出,8.29
492,600559.XSHG,2023-09-04,2023-09-06,24.18,24.83,创新高买入,开盘卖出,2.69
493,600576.XSHG,2023-08-01,2023-08-02,8.18,7.9,创新高买入,开盘卖出,-3.42
494,600588.XSHG,2023-03-24,2023-03-29,24.86,24.71,创新高买入,止损卖出,-0.6
495,600596.XSHG,2023-04-14,2023-04-17,13.35,12.17,创新高买入,开盘卖出,-8.84
496,600596.XSHG,2023-04-20,2023-04-21,12.4,12.06,创新高买入,开盘卖出,-2.74
497,600605.XSHG,2023-11-17,2023-11-22,18.52,20.42,创新高买入,开盘卖出,10.26
498,600610.XSHG,2023-02-14,2023-02-15,15.26,15.07,创新高买入,止损卖出,-1.25
499,600610.XSHG,2023-10-11,2023-10-12,8.63,8.33,创新高买入,止损卖出,-3.48
500,600610.XSHG,2023-10-31,2023-11-02,7.58,7.35,创新高买入,止损卖出,-3.03
501,600615.XSHG,2023-04-12,2023-04-13,8.29,8.21,创新高买入,开盘卖出,-0.97
502,600622.XSHG,2023-07-20,2023-08-02,2.86,3.33,创新高买入,止损卖出,16.43
503,600663.XSHG,2023-11-15,2023-11-16,8.57,8.54,创新高买入,止损卖出,-0.35
504,600665.XSHG,2023-05-08,2023-05-10,3.89,3.81,创新高买入,开盘卖出,-2.06
505,600681.XSHG,2023-08-11,2023-08-14,4.61,4.34,创新高买入,开盘卖出,-5.86
506,600720.XSHG,2023-03-30,2023-04-03,10.67,10.52,创新高买入,止损卖出,-1.41
507,600732.XSHG,2023-12-06,2023-12-11,16.33,15.5,创新高买入,开盘卖出,-5.08
508,600754.XSHG,2023-09-01,2023-09-06,38.94,39.68,创新高买入,止损卖出,1.9
509,600755.XSHG,2023-05-23,2023-05-24,8.01,7.92,创新高买入,止损卖出,-1.12
510,600763.XSHG,2023-09-18,2023-09-21,87.7,86.81,创新高买入,止损卖出,-1.01
511,600763.XSHG,2023-12-11,2023-12-13,74.9,75.66,创新高买入,止损卖出,1.01
512,600785.XSHG,2023-06-21,2023-06-26,13.97,13.76,创新高买入,开盘卖出,-1.5
513,600809.XSHG,2023-05-25,2023-05-29,215.54,211.18,创新高买入,止损卖出,-2.02
514,600818.XSHG,2023-03-20,2023-03-21,23.48,22.61,创新高买入,止损卖出,-3.71
515,600818.XSHG,2023-03-28,2023-03-30,19.63,20.34,创新高买入,止损卖出,3.62
516,600818.XSHG,2023-06-14,2023-06-19,22.11,22.3,创新高买入,止损卖出,0.86
517,600818.XSHG,2023-09-28,2023-10-10,13.25,13.2,创新高买入,止损卖出,-0.38
518,600818.XSHG,2023-11-20,2023-11-23,13.05,13.54,创新高买入,止损卖出,3.75
519,600846.XSHG,2023-07-11,2023-07-13,9.66,9.54,创新高买入,止损卖出,-1.24
520,600976.XSHG,2023-08-03,2023-08-07,67.83,66.51,创新高买入,开盘卖出,-1.95
521,600988.XSHG,2023-04-04,2023-04-07,18.13,18.41,创新高买入,开盘卖出,1.54
522,600992.XSHG,2023-04-21,2023-04-24,17.55,16.98,创新高买入,开盘卖出,-3.25
523,600996.XSHG,2023-02-06,2023-02-08,14.45,14.01,创新高买入,止损卖出,-3.04
524,601020.XSHG,2023-06-21,2023-06-26,8.62,8.4,创新高买入,止损卖出,-2.55
525,601098.XSHG,2023-12-01,2023-12-05,10.81,11.08,创新高买入,止损卖出,2.5
526,601127.XSHG,2023-11-28,2023-11-29,76.93,76.09,创新高买入,止损卖出,-1.09
527,601138.XSHG,2023-09-11,2023-09-13,19.22,19.08,创新高买入,止损卖出,-0.73
528,601155.XSHG,2023-05-26,2023-05-30,13.97,13.92,创新高买入,止损卖出,-0.36
529,601188.XSHG,2023-09-13,2023-09-20,3.64,5.29,创新高买入,开盘卖出,45.33
530,601199.XSHG,2023-03-29,2023-04-03,7.65,7.53,创新高买入,止损卖出,-1.57
531,601238.XSHG,2023-03-15,2023-03-16,10.6,10.54,创新高买入,开盘卖出,-0.57
532,601318.XSHG,2023-11-14,2023-11-16,42.55,42.88,创新高买入,止损卖出,0.78
533,601360.XSHG,2023-05-26,2023-05-30,13.49,13.11,创新高买入,止损卖出,-2.82
534,601595.XSHG,2023-04-19,2023-04-24,29.66,30.83,创新高买入,开盘卖出,3.94
535,601595.XSHG,2023-05-19,2023-05-22,31.14,29.72,创新高买入,止损卖出,-4.56
536,601601.XSHG,2023-11-14,2023-11-16,24.29,24.2,创新高买入,止损卖出,-0.37
537,601628.XSHG,2023-05-26,2023-05-31,37.02,36.58,创新高买入,止损卖出,-1.19
538,601636.XSHG,2023-12-11,2023-12-13,6.99,6.97,创新高买入,止损卖出,-0.29
539,601677.XSHG,2023-01-10,2023-01-12,17.65,17.42,创新高买入,止损卖出,-1.3
540,601677.XSHG,2023-02-20,2023-02-22,18.95,19.02,创新高买入,止损卖出,0.37
541,601799.XSHG,2023-03-15,2023-03-16,130.99,126.91,创新高买入,开盘卖出,-3.11
542,601888.XSHG,2023-07-04,2023-07-05,115.52,112.87,创新高买入,止损卖出,-2.29
543,601899.XSHG,2023-10-10,2023-10-11,12.28,12.2,创新高买入,止损卖出,-0.65
544,601966.XSHG,2023-12-08,2023-12-11,18.77,18.3,创新高买入,开盘卖出,-2.5
545,601975.XSHG,2023-07-03,2023-07-05,2.88,2.89,创新高买入,止损卖出,0.35
546,603000.XSHG,2023-07-05,2023-07-06,28.96,27.62,创新高买入,开盘卖出,-4.63
547,603021.XSHG,2023-11-28,2023-11-30,5.83,5.98,创新高买入,止损卖出,2.57
548,603028.XSHG,2023-11-09,2023-11-10,12.53,12.32,创新高买入,开盘卖出,-1.68
549,603032.XSHG,2023-02-10,2023-02-16,57.28,60.36,创新高买入,止损卖出,5.38
550,603035.XSHG,2023-04-17,2023-04-19,17.19,17.39,创新高买入,止损卖出,1.16
551,603039.XSHG,2023-05-08,2023-05-10,73.13,73.82,创新高买入,止损卖出,0.94
552,603039.XSHG,2023-08-31,2023-09-04,62.75,60.92,创新高买入,止损卖出,-2.92
553,603088.XSHG,2023-10-18,2023-10-19,8.11,7.94,创新高买入,止损卖出,-2.1
554,603101.XSHG,2023-01-16,2023-01-17,5.52,5.51,创新高买入,止损卖出,-0.18
555,603103.XSHG,2023-08-22,2023-08-30,17.21,18.7,创新高买入,止损卖出,8.66
556,603110.XSHG,2023-11-14,2023-11-16,29.93,29.2,创新高买入,止损卖出,-2.44
557,603127.XSHG,2023-07-19,2023-07-20,26.85,26.57,创新高买入,止损卖出,-1.04
558,603129.XSHG,2023-03-15,2023-03-16,133.6,131.66,创新高买入,止损卖出,-1.45
559,603178.XSHG,2023-11-29,2023-11-30,41.09,38.8,创新高买入,开盘卖出,-5.57
560,603180.XSHG,2023-04-19,2023-04-20,40.13,38.43,创新高买入,止损卖出,-4.24
561,603186.XSHG,2023-03-02,2023-03-06,33.41,31.59,创新高买入,止损卖出,-5.45
562,603186.XSHG,2023-09-22,2023-09-27,30.39,30.8,创新高买入,止损卖出,1.35
563,603195.XSHG,2023-12-11,2023-12-13,94.62,94.26,创新高买入,止损卖出,-0.38
564,603196.XSHG,2023-11-29,2023-12-05,14.15,14.3,创新高买入,止损卖出,1.06
565,603198.XSHG,2023-02-02,2023-02-03,64.92,63.86,创新高买入,止损卖出,-1.63
566,603218.XSHG,2023-06-14,2023-06-21,18.94,19.89,创新高买入,止损卖出,5.02
567,603220.XSHG,2023-11-07,2023-11-10,39.26,40.46,创新高买入,开盘卖出,3.06
568,603222.XSHG,2023-03-29,2023-04-06,12.04,13.23,创新高买入,止损卖出,9.88
569,603227.XSHG,2023-01-30,2023-01-31,8.74,8.71,创新高买入,止损卖出,-0.34
570,603232.XSHG,2023-07-04,2023-07-05,15.31,14.75,创新高买入,止损卖出,-3.66
571,603278.XSHG,2023-08-24,2023-08-25,11.36,10.97,创新高买入,止损卖出,-3.43
572,603288.XSHG,2023-03-13,2023-03-14,62.55,62.09,创新高买入,止损卖出,-0.74
573,603290.XSHG,2023-11-28,2023-12-01,185.56,186.1,创新高买入,止损卖出,0.29
574,603309.XSHG,2023-08-10,2023-08-14,12.96,12.7,创新高买入,开盘卖出,-2.01
575,603311.XSHG,2023-11-24,2023-11-27,10.97,10.88,创新高买入,止损卖出,-0.82
576,603345.XSHG,2023-07-06,2023-07-10,144.96,147.51,创新高买入,止损卖出,1.76
577,603345.XSHG,2023-09-22,2023-09-28,128.85,129.79,创新高买入,止损卖出,0.73
578,603348.XSHG,2023-01-31,2023-02-03,63.89,65.71,创新高买入,止损卖出,2.85
579,603367.XSHG,2023-04-06,2023-04-11,13.77,13.84,创新高买入,止损卖出,0.51
580,603379.XSHG,2023-01-18,2023-01-19,26.45,26.09,创新高买入,止损卖出,-1.36
581,603380.XSHG,2023-04-04,2023-04-10,25.85,26.01,创新高买入,止损卖出,0.62
582,603398.XSHG,2023-09-27,2023-10-09,19.15,19.37,创新高买入,止损卖出,1.15
583,603399.XSHG,2023-09-28,2023-10-09,9.46,9.25,创新高买入,止损卖出,-2.22
